consent,skate_stance,ollie_foot,bowl_foot,downhill_foot,snowboard_foot,surf_foot,friends_share_stance,parents_share_stance,fav_skater_share_stance,changed_stance,stance_awareness,consistent_stance,hand_write,hand_throw,hand_hammer,foot_kick,foot_sweep,foot_pedal,foot_chair,eye_test1,eye_test2,years_skate,freq_skate,expertise,gender,race,age,ethnicity,residence_locality,home_locality
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,Always Left,Always Left,Disagree,Agree,Disagree,Agree,Strongly Agree,Agree,Always Right,Mostly Right,Always Right,Mostly Right,Mostly Left,Mostly Right,Mostly Right,Neither,Always Right,20.0,Weekly,Expert,Man,White,26-35,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,,,Neutral,Strongly Agree,Agree,Neutral,Agree,Strongly Agree,Always Right,Always Right,Always Right,Always Right,Mostly Left,Mostly Left,Mostly Right,Neither,Mostly Right,11.0,Daily,Advanced,Man,More than one race,21-25,Unknown or not reported,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Always Right,Always Right,Strongly disagree,I do not know,I do not know the stance of my favorite skateboarder,Strongly disagree,Disagree,Strongly Agree,Always Right,Always Right,Always Right,Mostly Right,Always Right,Always Right,Always Right,Right,Always Right,11.0,Daily,Expert,Man,White,20 and under,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Mostly Left,Mostly Left,Both Equally,,Strongly disagree,I do not know,I do not know the stance of my favorite skateboarder,Strongly disagree,Agree,Neutral,Always Right,Mostly Right,Always Right,Always Right,Both Equally,Mostly Left,Mostly Left,Left,Mostly Left,5.0,Weekly,Expert,Man,White,20 and under,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Mostly Left,Always Left,Mostly Left,,Neutral,Disagree,Agree,Strongly disagree,Agree,Agree,Always Right,Always Right,Mostly Right,Both Equally,Mostly Left,Both Equally,Mostly Left,Right,Always Left,3.0,Weekly,Intermediate,Man,White,21-25,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Always Right,,Neutral,I do not know,Agree,Strongly disagree,Strongly Agree,Strongly Agree,Always Right,Always Right,Always Right,Always Right,Always Right,Always Right,Always Right,Right,Always Right,11.0,Every other week,Intermediate,Man,Asian,26-35,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,Always Left,,Strongly disagree,I do not know,Disagree,Strongly disagree,Strongly Agree,Strongly Agree,Always Left,Always Left,Mostly Right,Mostly Left,Both Equally,Mostly Right,Mostly Left,Neither,Both Equally,11.0,Daily,Expert,Man,White,26-35,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Always Right,Always Right,Disagree,I do not know,I do not know the stance of my favorite skateboarder,Disagree,Disagree,Strongly Agree,Always Right,Always Right,Always Right,Always Right,Always Right,Always Right,Always Right,Left,Both Equally,20.0,Weekly,Intermediate,Man,White,36-45,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,Both Equally,,Neutral,I do not know,Strongly disagree,Strongly disagree,Agree,Agree,Always Right,Always Right,Always Right,Always Right,Always Right,Always Right,Always Right,Right,Always Left,20.0,Weekly,Advanced,Man,White,36-45,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,,,Neutral,I do not know,Agree,Disagree,Neutral,Agree,Always Right,Always Right,Always Right,Always Right,Mostly Left,Always Right,Mostly Right,Left,Mostly Left,5.0,Weekly,Intermediate,Woman,More than one race,26-35,Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Mostly Left,Mostly Left,Both Equally,,Neutral,I do not know,Neutral,Strongly disagree,Disagree,Disagree,Always Right,Always Right,Mostly Right,Mostly Right,Mostly Left,Both Equally,Both Equally,Left,Always Right,11.0,Weekly,Advanced,Man,White,21-25,Unknown or not reported,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,,,Always Left,Always Left,,Agree,I do not know,I do not know the stance of my favorite skateboarder,Disagree,Strongly disagree,Strongly Agree,Always Right,Always Right,Always Right,Mostly Right,Mostly Left,Mostly Right,Mostly Right,Left,Mostly Right,,Never,Novice,Man,White,26-35,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,,Always Left,Strongly disagree,I do not know,Strongly Agree,Strongly disagree,Strongly Agree,Strongly Agree,Always Right,Always Right,Always Right,Always Right,Mostly Left,Both Equally,Mostly Left,Right,Mostly Left,20.0,Weekly,Advanced,Man,White,46-55,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,Always Left,Always Left,Agree,Agree,Neutral,Agree,Agree,Agree,Always Left,Always Left,Always Left,Always Right,Mostly Right,Mostly Right,Always Right,Left,Always Left,20.0,Weekly,Intermediate,Man,Asian,26-35,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,,,Disagree,I do not know,Strongly Agree,Strongly disagree,Strongly Agree,Agree,Always Right,Always Right,Always Right,Mostly Right,Mostly Right,Both Equally,Mostly Right,Neither,Mostly Left,20.0,Weekly,Advanced,Man,Unknown or not reported,36-45,Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Left,Always Right,Always Right,,,Strongly disagree,I do not know,I do not know the stance of my favorite skateboarder,Disagree,Strongly Agree,Agree,Always Right,Always Right,Always Right,Always Right,Mostly Left,Both Equally,Mostly Right,Right,Always Left,1.0,Daily,Intermediate,Man,White,20 and under,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Mostly Left,Mostly Left,Mostly Left,,Disagree,I do not know,Disagree,Strongly disagree,Strongly Agree,Agree,Always Right,Always Right,Always Right,Mostly Right,Both Equally,Both Equally,Both Equally,Left,Mostly Left,20.0,Weekly,Sponsored/Pro,Man,White,36-45,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Mostly Right,Always Right,Disagree,I do not know,Neutral,Strongly disagree,Agree,Agree,Always Right,Mostly Right,Always Right,Mostly Right,Both Equally,Both Equally,Both Equally,Right,Both Equally,11.0,Every other week,Advanced,Man,More than one race,21-25,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,,Mostly Left,Neutral,I do not know,Neutral,Strongly disagree,Agree,Agree,Always Right,Always Right,Always Right,Both Equally,Both Equally,Both Equally,Mostly Left,Right,Mostly Right,20.0,Weekly,Intermediate,Man,White,36-45,Unknown or not reported,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Mostly Left,Always Left,Always Left,Mostly Left,Mostly Left,Disagree,Disagree,Agree,Disagree,Agree,Agree,Always Right,Always Right,Always Right,Always Right,Both Equally,Mostly Right,Both Equally,Left,Mostly Left,1.0,Daily,Intermediate,Man,White,20 and under,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Mostly Left,Always Left,Always Left,Always Left,Always Left,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly Agree,Strongly Agree,Always Right,Always Right,Always Right,Always Right,Always Left,Always Right,Mostly Left,Right,Always Right,20.0,Weekly,Advanced,Man,White,26-35,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Mostly Right,Always Right,Always Right,Mostly Right,Always Right,Strongly disagree,I do not know,Disagree,Strongly Agree,Agree,Agree,Always Right,Always Right,Always Right,Always Right,Mostly Right,Mostly Right,Mostly Right,Right,Mostly Left,20.0,Weekly,Advanced,Man,White,26-35,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,,,Disagree,I do not know,I do not know the stance of my favorite skateboarder,Strongly disagree,Agree,Strongly Agree,Always Left,Always Left,Always Left,Always Left,Always Left,Always Left,Mostly Left,Left,Always Left,5.0,Yearly,Intermediate,Man,White,21-25,Not Hispanic or Latino,Australia;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,Mostly Left,,Agree,I do not know,Neutral,Disagree,Strongly Agree,Agree,Always Right,Always Right,Always Right,Always Right,Mostly Left,Mostly Left,Both Equally,Right,Mostly Left,20.0,Weekly,Advanced,Man,White,36-45,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Mostly Right,Always Right,Agree,I do not know,Strongly Agree,Strongly disagree,Strongly Agree,Disagree,Always Right,Always Right,Always Right,Always Right,Always Right,Always Right,Mostly Right,Right,Mostly Right,3.0,Every other week,Advanced,Man,Black or African American,26-35,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,,,I do not do these activities enough to know,I do not know,Strongly Agree,Neutral,Disagree,Agree,Always Right,Always Right,Always Right,Always Right,Mostly Right,Always Right,Always Right,Right,Always Right,,Never,Beginner,Man,White,56 and over,Hispanic or Latino,South America;,South America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Mostly Left,Mostly Left,Mostly Left,,,I do not do these activities enough to know,I do not know,Strongly Agree,Neutral,Disagree,Agree,Mostly Right,Always Right,Always Right,Always Right,Both Equally,Always Right,Always Right,Left,Both Equally,,Never,Beginner,Woman,More than one race,56 and over,Hispanic or Latino,South America;,South America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Always Right,Always Right,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Agree,Strongly Agree,Always Right,Always Right,Always Right,Mostly Right,Always Left,Mostly Right,Mostly Right,Left,Mostly Right,3.0,Weekly,Intermediate,Woman,White,26-35,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,Always Left,,Strongly disagree,I do not know,I do not know the stance of my favorite skateboarder,Strongly disagree,Neutral,Agree,Always Right,Always Right,Always Right,Always Right,Mostly Left,Mostly Right,Both Equally,Left,Mostly Left,11.0,Every other week,Advanced,Man,White,26-35,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,,Always Right,,Always Right,Disagree,I do not know,I do not know the stance of my favorite skateboarder,Strongly disagree,Strongly disagree,Agree,Always Left,Always Left,Mostly Left,Mostly Right,Always Left,Always Right,Mostly Right,Left,Both Equally,11.0,Yearly,Intermediate,Man,White,26-35,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,Both Equally,Always Left,Disagree,I do not know,Agree,Disagree,Agree,Neutral,Always Right,Always Right,Always Right,Always Right,Always Left,Mostly Left,Both Equally,Right,Always Left,1.0,Every other week,Novice,Man,White,20 and under,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,Always Right,Always Left,Strongly disagree,I do not know,I do not know the stance of my favorite skateboarder,Strongly disagree,Strongly Agree,Strongly disagree,Always Right,Always Right,Always Right,Always Right,Mostly Left,Mostly Right,Mostly Left,Left,Mostly Right,20.0,Monthly,Expert,Man,White,26-35,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,,,Agree,I do not know,I do not know the stance of my favorite skateboarder,Strongly disagree,Disagree,Strongly Agree,Always Right,Always Right,Always Right,Always Right,Always Right,Always Right,Always Right,Right,Both Equally,,Seasonal (summer),Novice,Woman,White,26-35,Not Hispanic or Latino,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Mostly Left,Always Left,Both Equally,Always Left,Agree,I do not know,Agree,Strongly disagree,Agree,Strongly Agree,Always Right,Mostly Right,Always Right,Mostly Right,Both Equally,Mostly Left,Mostly Right,Left,Always Left,20.0,Monthly,Advanced,Man,White,46-55,Not Hispanic or Latino,Other;,Other;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,Always Right,,Agree,I do not know,Disagree,Disagree,Agree,Disagree,Always Right,Always Right,Always Right,Always Right,Mostly Right,Mostly Left,Mostly Left,Right,Always Left,20.0,Weekly,Advanced,Man,White,36-45,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,,,Agree,I do not know,Agree,Strongly disagree,Agree,Strongly Agree,Always Right,Always Right,Always Right,Always Right,Always Left,Mostly Left,Mostly Left,Left,Always Left,20.0,Daily,Advanced,Man,White,46-55,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Mostly Left,Mostly Left,Mostly Left,Mostly Left,Mostly Left,Strongly disagree,Disagree,Strongly disagree,Agree,Agree,Neutral,Always Right,Always Right,Always Right,Mostly Right,Mostly Right,Mostly Right,Mostly Right,Left,Always Right,20.0,Weekly,Advanced,Man,White,36-45,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Mostly Left,Mostly Left,Always Left,,,Disagree,I do not know,Disagree,Strongly disagree,Agree,Neutral,Always Left,Mostly Right,Mostly Left,Both Equally,Always Left,Mostly Right,Always Left,Right,Always Left,11.0,Weekly,Advanced,Man,White,26-35,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,,,Neutral,I do not know,I do not know the stance of my favorite skateboarder,Strongly disagree,Neutral,Strongly Agree,Always Right,Mostly Right,Always Right,Mostly Right,Always Right,Always Right,Mostly Right,Left,Mostly Left,5.0,Weekly,Intermediate,Man,White,26-35,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,,,Disagree,Agree,I do not know the stance of my favorite skateboarder,Strongly disagree,Strongly disagree,Strongly Agree,Always Right,Always Right,Always Right,Always Right,Both Equally,Mostly Right,Always Right,Right,Always Right,20.0,Yearly,Intermediate,Non-binary,White,46-55,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Always Right,,Strongly disagree,I do not know,Agree,Strongly disagree,Strongly Agree,Strongly Agree,Always Right,Always Right,Always Right,Mostly Right,Always Right,Always Right,Always Right,Right,Always Right,20.0,Seasonal (summer),Intermediate,Man,White,46-55,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,,,Neutral,Disagree,Disagree,Disagree,Strongly disagree,Strongly Agree,Always Right,Always Right,Always Right,Mostly Right,Mostly Left,Mostly Right,Mostly Right,Neither,Mostly Right,11.0,Daily,Advanced,Man,White,36-45,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,,,Strongly disagree,Strongly disagree,Agree,Strongly disagree,Strongly Agree,Strongly Agree,Always Right,Always Right,Always Right,Mostly Right,Mostly Left,Mostly Left,Mostly Right,Right,Mostly Right,11.0,Weekly,Advanced,Man,White,26-35,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,,Always Right,Disagree,I do not know,Agree,Strongly disagree,Strongly Agree,Agree,Always Right,Mostly Right,Always Right,Mostly Right,Both Equally,Mostly Right,Mostly Right,Neither,Mostly Left,20.0,Daily,Advanced,Man,White,36-45,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,Always Left,,Disagree,Strongly Agree,Disagree,Strongly disagree,Strongly Agree,Strongly Agree,Always Right,Always Right,Always Right,Always Right,Mostly Left,Mostly Right,Mostly Left,Right,Mostly Right,11.0,Weekly,Advanced,Man,White,26-35,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,,Always Left,Disagree,I do not know,Disagree,Disagree,Agree,Neutral,Always Right,Always Right,Always Right,Always Left,Mostly Left,Mostly Left,Mostly Left,Left,Mostly Right,11.0,Weekly,Intermediate,Man,White,36-45,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,Always Left,,Disagree,I do not know,Strongly Agree,Strongly disagree,Strongly Agree,Strongly Agree,Always Right,Always Right,Always Right,Always Right,Always Right,Mostly Left,Always Left,Right,Always Right,5.0,Monthly,Advanced,Woman,White,20 and under,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,Always Left,Always Left,Agree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Strongly Agree,Always Right,Always Right,Always Right,Both Equally,Mostly Right,Always Right,Both Equally,Left,Mostly Left,20.0,Daily,Advanced,Man,Black or African American,46-55,Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Mostly Left,Both Equally,Mostly Left,Mostly Left,,Neutral,I do not know,Disagree,Strongly disagree,Disagree,Strongly Agree,Always Right,Always Right,Always Right,Mostly Right,Always Left,Mostly Left,Mostly Right,Left,Always Left,20.0,Weekly,Expert,Man,White,36-45,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Mostly Left,Mostly Left,Mostly Left,Always Left,Neutral,I do not know,Agree,Strongly disagree,Agree,Agree,Always Right,Mostly Right,Mostly Right,Mostly Right,Mostly Left,Both Equally,Both Equally,Right,Mostly Right,20.0,Weekly,Advanced,Man,Unknown or not reported,46-55,Unknown or not reported,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,,Always Right,Neutral,I do not know,Strongly Agree,Strongly disagree,Strongly Agree,Strongly Agree,Always Right,Always Right,Always Right,Always Right,Both Equally,Both Equally,Always Left,Left,Always Left,20.0,Weekly,Advanced,Man,White,46-55,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,Mostly Left,,Neutral,Neutral,Neutral,Strongly disagree,Disagree,Agree,Always Right,Always Right,Always Right,Always Right,Mostly Left,Mostly Left,Mostly Left,Neither,Both Equally,20.0,Monthly,Advanced,Man,White,46-55,Not Hispanic or Latino,Asia;,Asia;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Always Right,Always Right,Disagree,I do not know,Agree,Strongly disagree,Strongly Agree,Strongly Agree,Always Right,Mostly Right,Always Right,Both Equally,Mostly Left,Both Equally,Mostly Right,Left,Mostly Left,20.0,Daily,Sponsored/Pro,Woman,White,26-35,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,,,Disagree,I do not know,Agree,Strongly disagree,Strongly Agree,Strongly Agree,Always Left,Always Left,Always Left,Mostly Left,Always Right,Mostly Left,Both Equally,Right,Always Right,5.0,Weekly,Intermediate,Man,White,46-55,Not Hispanic or Latino,Other;,Other;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,,,Disagree,I do not know,Neutral,Strongly disagree,Agree,Strongly Agree,Always Right,Always Right,Always Right,Mostly Right,Both Equally,Both Equally,Mostly Left,Right,Mostly Left,11.0,Weekly,Advanced,Man,Black or African American,26-35,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Mostly Left,,Disagree,I do not know,I do not know the stance of my favorite skateboarder,Disagree,Disagree,Disagree,Always Right,Mostly Right,Always Right,Mostly Right,Mostly Right,Mostly Left,Both Equally,Right,Mostly Right,20.0,Weekly,Sponsored/Pro,Man,White,26-35,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Always Right,Always Right,Neutral,Strongly disagree,Neutral,Strongly disagree,Disagree,Strongly Agree,Always Right,Always Right,Always Right,Always Right,Both Equally,Always Right,Mostly Right,Left,Mostly Left,11.0,Seasonal (summer),Intermediate,Man,White,36-45,Not Hispanic or Latino,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,,,Agree,I do not know,Agree,Strongly disagree,Agree,Strongly Agree,Always Right,Always Right,Always Right,Always Right,Always Right,Always Right,Always Right,Left,Always Left,20.0,Daily,Intermediate,Man,White,36-45,Not Hispanic or Latino,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Mostly Right,Always Left,Always Left,Both Equally,Always Left,Neutral,Neutral,Disagree,Strongly disagree,Neutral,Neutral,Mostly Right,Both Equally,Mostly Right,Mostly Right,Mostly Left,Mostly Right,Mostly Left,Neither,Both Equally,11.0,Weekly,Intermediate,Man,White,26-35,Not Hispanic or Latino,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,,,Agree,I do not know,Agree,Strongly disagree,Agree,Agree,Always Right,Always Right,Always Right,Always Right,Mostly Left,Mostly Right,Mostly Left,Left,Always Right,20.0,Weekly,Intermediate,Man,Asian,36-45,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,Mostly Left,Always Left,Disagree,I do not know,Neutral,Agree,Agree,Agree,Always Right,Always Right,Always Right,Always Right,Mostly Left,Mostly Right,Mostly Right,Left,Always Left,11.0,Weekly,Intermediate,Man,White,26-35,Not Hispanic or Latino,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,,,Agree,I do not know,Neutral,Strongly disagree,Strongly Agree,Strongly Agree,Always Left,Always Left,Always Left,Always Left,Mostly Left,Mostly Left,Both Equally,Left,Always Left,20.0,Daily,Expert,Man,White,36-45,Not Hispanic or Latino,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,Always Left,Always Left,Disagree,I do not know,Neutral,Strongly disagree,Neutral,Agree,Always Right,Always Right,Always Right,Always Right,Always Left,Both Equally,Both Equally,Right,Mostly Right,11.0,Weekly,Advanced,Man,Asian,26-35,Not Hispanic or Latino,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Always Right,Always Right,Disagree,I do not know,I do not know the stance of my favorite skateboarder,Strongly disagree,Disagree,Strongly Agree,Always Right,Always Right,Always Right,Mostly Right,Mostly Right,Both Equally,Mostly Left,Left,Both Equally,3.0,Every other week,Intermediate,Man,White,26-35,Not Hispanic or Latino,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular mongo,Always Left,Always Left,Always Left,Always Left,,Strongly disagree,I do not know,Disagree,Strongly disagree,Agree,Strongly Agree,Always Right,Always Right,Always Right,Mostly Right,Always Left,Always Right,Mostly Left,Right,Always Left,3.0,Daily,Intermediate,Man,White,36-45,Not Hispanic or Latino,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Always Right,Always Right,Neutral,I do not know,I do not know the stance of my favorite skateboarder,Strongly disagree,Neutral,Strongly Agree,Always Right,Always Right,Always Right,Always Right,Mostly Left,Always Right,Always Right,Right,Always Left,20.0,Weekly,Expert,Man,White,36-45,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Mostly Right,Always Right,,Mostly Right,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Agree,Strongly Agree,Always Right,Always Right,Always Right,Always Right,Always Right,Always Right,Mostly Right,Left,Always Left,3.0,Daily,Intermediate,Man,More than one race,36-45,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Mostly Left,Mostly Left,Mostly Left,Always Left,Agree,Agree,Disagree,Strongly disagree,Strongly disagree,Agree,Always Right,Always Right,Always Right,Always Left,Mostly Left,Mostly Left,Mostly Left,Left,Mostly Left,20.0,Daily,Sponsored/Pro,Man,More than one race,26-35,Unknown or not reported,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,,,Strongly disagree,I do not know,Strongly disagree,Strongly disagree,Agree,Strongly Agree,Always Right,Always Right,Always Right,Always Right,Always Left,Always Left,Both Equally,Neither,Always Right,20.0,Weekly,Advanced,Man,White,36-45,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Mostly Left,Mostly Right,Always Right,,,Neutral,I do not know,Disagree,Strongly disagree,Agree,Agree,Always Right,Always Right,Always Right,Always Right,Both Equally,Mostly Right,Mostly Right,Left,Always Left,11.0,Weekly,Intermediate,Man,White,21-25,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Always Left,Always Left,Always Left,Always Left,Neutral,I do not know,Strongly Agree,Strongly disagree,Strongly Agree,Strongly Agree,Always Right,Always Right,Always Right,Always Right,Always Right,Always Right,Mostly Right,Left,Always Left,3.0,Daily,Intermediate,Man,White,46-55,Unknown or not reported,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Mostly Left,Mostly Left,Always Left,Mostly Left,,Disagree,I do not know,Neutral,Disagree,Neutral,Agree,Always Right,Mostly Right,Always Right,Mostly Right,Mostly Left,Mostly Right,Mostly Left,Left,Always Left,11.0,Every other week,Intermediate,Man,More than one race,36-45,Not Hispanic or Latino,Europe;,Europe;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Regular,Always Left,Mostly Left,Always Left,Always Left,Always Left,Agree,I do not know,Agree,Strongly disagree,Agree,Strongly Agree,Always Right,Always Right,Always Right,Mostly Right,Mostly Right,Mostly Right,Mostly Right,Right,Always Right,20.0,Seasonal (summer),Advanced,Man,White,36-45,Not Hispanic or Latino,North America;,North America;
I understand the study described above. I am 18 years of age or older and I agree to participate.,Goofy,Always Right,Always Right,Always Right,Always Right,Always Right,Disagree,Disagree,Disagree,Strongly disagree,Strongly Agree,Strongly Agree,Always Right,Always Right,Always Right,Always Right,Mostly Right,Mostly Right,Mostly Right,Right,Mostly Right,20.0,Weekly,Advanced,Woman,White,26-35,Not Hispanic or Latino,North America;,North America;
